superpattern 	subpattern 	confidence
982765	257981	0.208
50	384175	0.0010
1595545	1097916	0.208
104146	3714	0.028
1214832	1371369	0.15
6895	50695	0.0
104288	1301178	0.063
851279	639379	0.208
370502	60435	0.072
1612604	1512977	0.15
1319413	1211292	0.15
1233044	774876	0.058
59861	903129	0.0040
640889	46763	0.376
1410476	193335	0.208
1139843	901851	0.15
1412594	56184	0.301
56136	909020	0.0
407142	459613	0.117
400330	587617	0.208
1211997	1371343	0.15
242805	216114	0.208
3144	789849	0.043
1130426	1495881	0.208
25150	8266	0.0030
1528573	1134484	0.208
37119	121739	0.0060
920871	442930	0.208
209128	289296	0.026
1275795	1487369	0.208
13452	1182	0.102
181716	244510	0.019
50	1317862	0.0010
8269	76859	0.0
277173	315479	0.015
1474654	48828	0.208
264403	689821	0.208
403842	459704	0.208
90530	1321134	0.057
59183	636859	0.018
1341639	3358	0.074
407083	1217207	0.15
410303	1231013	0.117
914271	394780	0.208
124299	58292	0.071
1274930	1499621	0.15
1229004	1469530	0.15
1272895	982294	0.231
48799	51330	0.262
75036	115740	0.0090
1459277	739566	0.15
199931	4222	0.208
1410465	193327	0.15
19533	1058288	0.0
56508	429168	0.0020
195062	10264	0.15
4203	289569	0.083
822269	24888	0.071
1082712	157155	0.208
73002	311873	0.04
893544	1342767	0.208
1200445	699231	0.083
582982	1252787	0.208
901756	3679	0.15
834494	60763	0.208
1258445	1504	0.023
13483	57333	0.0
36543	17417	0.0040
407130	459615	0.15
291842	250731	0.15
1175145	1294039	0.083
289565	640914	0.096
1385275	1171753	0.117
4212	1248127	0.071
262507	666286	0.231
1211936	1214559	0.301
1273800	1499158	0.15
983431	1082839	0.15
315922	68956	0.108
1504940	1422547	0.15
407147	1495843	0.117
412275	889729	0.15
92942	1498	0.074
720574	92855	0.15
178665	1592837	0.15
1227235	1497	0.164
1367979	4326	0.208
257985	983276	0.208
66531	56540	0.0040
267089	51332	0.152
55619	38909	0.0030
1500419	1564	0.208
57118	139530	0.0
1592814	101227	0.089
1177	59767	0.011
603672	655	0.208
973864	537869	0.208
1122403	1328510	0.15
1212024	1132683	0.15
920592	401110	0.208
675614	4752	0.0040
1255055	1114598	0.15
14474	64553	0.0070
1201	156882	0.0090
1255333	7601	0.15
2516	725272	0.096
346504	569119	0.231
791943	1082923	0.208
1180	1838	0.0070
113103	25186	0.011
1612471	4014	0.15
640916	459640	0.15
407100	1217205	0.231
1595880	572818	0.301
1395117	509328	0.15
1467059	246700	0.208
879863	112113	0.208
17859	3029	0.0010
428754	672000	0.027
1490535	281477	0.096
19516	78045	0.0
933599	714340	0.117
157136	77008	0.15
17617	63622	0.0020
250639	291803	0.208
4801	697238	0.063
59876	818311	0.083
15103	78743	0.0
25638	1261800	0.017
1891	15103	0.0030
312253	15253	0.083
1005538	489931	0.208
1500368	1587	0.15
17767	501891	0.0010
36875	139633	0.0020
20613	3742	0.062
6010	32061	0.15
43240	233979	0.12
983296	1079815	0.208
67738	47456	0.0010
307037	1607606	0.047
1607804	66869	0.15
805673	1537012	0.022
1097461	48847	0.208
256184	509905	0.208
281972	24950	0.15
123889	864	0.137
55747	72518	0.012
1497504	4465	0.0020
413141	238932	0.15
67753	65457	0.0
259763	509708	0.208
200654	342969	0.208
237059	1272044	0.117
4515	17620	0.0
65116	677117	0.018
17604	1439964	0.0
32458	306766	0.071
119352	4458	0.017
920738	1197602	0.208
864	14476	0.0
2408	2100	0.438
4135	1289900	0.0010
74806	27787	0.011
1407777	59951	0.208
341	76171	0.0020
90010	1111554	0.083
1090902	344883	0.15
235393	736169	0.026
19533	1194255	0.0010
19535	771616	0.0010
1328510	1122403	0.15
1054	36252	0.0010
219872	43280	0.208
561	1422579	0.043
761410	825271	0.208
736919	1197603	0.208
60940	1054170	0.0010
512354	412266	0.208
370933	664488	0.15
1369496	16450	0.117
668895	75637	0.15
1255343	1114712	0.15
264396	986181	0.208
662716	11281	0.096
28330	56936	0.0010
262532	1294002	0.117
1494830	407061	0.208
1077530	143394	0.084
1490664	281569	0.117
92615	1279636	0.047
189794	40783	0.083
111824	37114	0.017
207814	1567	0.117
809385	904650	0.15
70537	420378	0.0020
118783	1498826	0.04
6755	1395112	0.056
754370	1451225	0.037
6603	370578	0.108
26574	4510	0.158
77010	1487356	0.027
1422594	600	0.51
4045	499483	0.0
1180	1869	0.046
239826	205488	0.12
148941	1142951	0.0020
183528	1175134	0.301
1114221	1026	0.15
1564057	292038	0.15
1612640	157047	0.15
95654	723766	0.0010
70528	103166	0.0010
1422566	580	0.51
864	130262	0.0
138791	642406	0.038
158773	19709	0.208
490183	1005526	0.208
81386	60939	0.0050
306842	54410	0.137
642399	37126	0.0080
920663	672321	0.208
980738	809403	0.208
1319405	1211995	0.15
509653	259426	0.208
1197715	509370	0.208
71376	36252	0.0010
1220813	1499207	0.208
1527542	1470023	0.117
16764	53643	0.071
1371410	1214562	0.208
1373899	109899	0.15
664780	370989	0.208
983425	257932	0.208
65707	1287682	0.0020
130371	99985	0.0070
412727	512368	0.15
1197708	789245	0.208
549	1499383	0.015
71350	124	0.0
640982	422874	0.117
399246	370853	0.15
744031	1255799	0.208
1055416	36507	0.117
1500313	1466	0.208
27053	99924	0.0
2457	776641	0.0030
4280	4236	0.056
763952	222648	0.158
182405	2753	0.15
288364	34264	0.15
75457	861445	0.0
156984	1079800	0.208
778856	608603	0.15
7601	11018	0.012
13550	59321	0.0
207724	1621	0.15
3733	104168	0.0030
509420	1395147	0.208
1132617	1319224	0.208
345241	456814	0.096
91057	56129	0.179
666221	1293851	0.15
156059	1082879	0.208
423180	34417	0.158
510582	78977	0.208
664869	347611	0.15
787525	104145	0.208
104180	1510641	0.0050
285647	549753	0.208
1078719	231233	0.047
1422449	914999	0.208
34069	745018	0.108
29370	27797	0.026
61196	315758	0.0080
330558	1335842	0.083
982696	1083066	0.15
5801	1170	0.069
10365	55928	0.0020
75467	149926	0.0
1474545	14479	0.011
20139	3355	0.193
484754	66096	0.15
67994	38910	0.0080
1197716	1354745	0.208
148275	110349	0.073
496118	107717	0.208
28324	1110534	0.0040
1212471	1319233	0.15
1498802	72891	0.208
986166	280369	0.117
28665	455903	0.011
28337	55858	0.0030
290882	250643	0.15
124331	16450	0.01
193329	195319	0.15
1212455	1213058	0.301
72704	982485	0.0010
725289	1622932	0.301
60385	1078532	0.01
1622930	2519	0.301
801564	1182	0.096
608359	778621	0.117
789887	66868	0.096
662708	332102	0.096
791986	1083005	0.208
48813	312311	0.0080
1422657	1504869	0.208
1082814	791852	0.208
776351	1302457	0.027
1197564	790004	0.208
1110535	136064	0.0010
1079990	370577	0.208
160455	1091362	0.15
1342459	1480485	0.208
1080113	49123	0.208
1274972	1499234	0.15
332540	8264	0.026
237891	423267	0.15
135435	1182	0.013
455750	1199792	0.096
996237	41986	0.208
1086961	16474	0.208
1540726	1353821	0.15
162573	461130	0.071
124302	1439464	0.0030
1194300	957	0.301
237910	34417	0.188
136186	66836	0.038
586810	400512	0.208
19497	1556498	0.0
263812	176613	0.071
459756	400074	0.15
199919	527158	0.208
1394979	4200	0.15
8661	1600930	0.083
429418	3355	0.15
1212498	1132631	0.15
4280	859615	0.056
250878	372245	0.019
1449	1500346	0.083
474896	1541868	0.096
527399	1213033	0.188
32687	37212	0.188
1470027	1527543	0.208
1214843	1132662	0.15
96874	56141	0.055
1371294	1214818	0.208
281916	651370	0.117
19533	23747	0.0010
1395185	370585	0.15
8036	1132650	0.083
1309008	415610	0.15
145426	94170	0.036
19726	107836	0.0010
1360141	49	0.096
1288867	118562	0.117
436377	14122	0.096
1097823	1595506	0.231
1354757	459667	0.208
90319	1553359	0.032
621	1504782	0.015
113293	111941	0.015
183573	1175093	0.301
257953	983256	0.208
281750	45354	0.208
856804	169970	0.208
869247	193632	0.117
4217	3964	0.071
50	119182	0.0050
1181272	1504	0.3
1487409	1354711	0.208
335	78688	0.0
832490	1609636	0.15
736960	920737	0.208
2471	1622937	0.076
36515	1055413	0.0030
8035	1132694	0.083
13478	149926	0.0010
6172	574475	0.063
509812	259569	0.208
147268	58292	0.0030
1494808	84392	0.208
1498	634450	0.0
6733	1395169	0.056
2585	1468107	0.0
329619	1102619	0.117
1293949	262847	0.208
1255012	1610505	0.15
21662	219917	0.0040
1612421	156723	0.15
40785	189650	0.01
1595858	20897	0.301
1042237	139546	0.083
1275772	1354750	0.208
157600	59269	0.208
274348	385312	0.04
365533	140431	0.016
1082460	585622	0.096
1122426	1328500	0.117
1209136	163644	0.436
315425	277121	0.096
914284	1213086	0.208
1246829	1401731	0.15
15106	45354	0.0080
1468819	1391163	0.208
1092489	4138	0.208
1595516	1097829	0.208
147622	115740	0.021
1439962	460231	0.208
5785	580128	0.0040
1068807	1113128	0.208
1097149	1595676	0.231
33002	991505	0.0070
1422214	122190	0.15
52396	991504	0.0020
791867	1082896	0.208
1393112	147171	0.083
219943	5656	0.096
664782	789915	0.208
320242	36611	0.208
1082727	156722	0.208
19534	71593	0.0010
403890	459734	0.208
668867	104897	0.208
132968	144626	0.0080
11637	252720	0.02
1186081	26767	0.0010
123523	76041	0.0040
103236	636065	0.0
914880	1249250	0.301
716463	1006245	0.436
416250	1309076	0.208
790069	671981	0.208
1175140	95690	0.083
4154	1395154	0.083
422	1422508	0.043
1549036	774146	0.15
1047550	36873	0.301
21305	29542	0.0050
278264	986174	0.018
790085	690104	0.15
1498	15072	0.0010
203411	106033	0.15
277166	1078547	0.015
587004	400593	0.15
459928	1130407	0.15
790068	671987	0.208
173131	430097	0.208
1197590	1395158	0.208
45	1502838	0.0010
509319	986204	0.208
4138	231842	0.0070
932317	56143	0.034
1538106	939748	0.208
749220	126989	0.0010
198663	1138428	0.208
237071	1272099	0.117
3082	16097	0.0050
1513892	1109088	0.208
1860	791834	0.0020
12046	1402038	0.056
32672	37211	0.188
58291	60736	0.0080
67753	4515	0.0010
13146	357571	0.0090
29981	23247	0.0040
1275492	1487357	0.208
722333	570714	0.208
1179	993004	0.018
479334	21067	0.117
370892	399207	0.15
60800	288054	0.0040
3175	58907	0.0090
58289	29464	0.0010
1181230	130371	0.15
580090	2100	0.208
498550	1124212	0.15
306758	301850	0.096
1494	728658	0.0
1110552	22666	0.0010
1398903	756850	0.15
1186086	31929	0.0020
59183	1141574	0.018
723937	97158	0.208
579885	1622948	0.208
83620	136701	0.027
1612484	138049	0.15
437926	710490	0.027
152874	58292	0.12
1394966	6610	0.15
37233	33099	0.081
1558136	848474	0.117
1090913	345027	0.15
407120	459733	0.15
60820	834490	0.0020
326113	42105	0.208
2447	1622933	0.0030
70534	46113	0.0030
1091403	1177	0.208
40039	330353	0.023
50247	16428	0.0020
244600	997200	0.208
400338	587533	0.208
1212996	1132735	0.15
509400	1395093	0.208
1586867	1135164	0.208
1132734	1211277	0.208
664463	789249	0.208
11908	467325	0.0010
239152	412262	0.208
1504651	603	0.15
1276216	1354727	0.208
32872	16395	0.0020
3725	82699	0.0010
25572	44837	0.071
1290075	79702	0.071
1387187	28594	0.301
11418	864	0.036
986170	509214	0.15
1467070	246710	0.208
1317519	136550	0.071
157178	1082807	0.208
46806	750979	0.017
1561542	806415	0.096
220776	790058	0.15
1422875	51606	0.208
306001	4413	0.301
992829	1532788	0.15
104127	1512029	0.0040
257	535351	0.0040
59795	1395146	0.0050
543562	241495	0.15
412460	239090	0.208
1654	73007	0.049
14712	1110535	0.0020
572793	105122	0.15
400062	459741	0.15
56185	91046	0.0010
399242	459605	0.208
864	686095	0.0
1487446	1248104	0.208
231821	1336283	0.15
225487	44449	0.083
4047	721898	0.0
403864	640991	0.208
644501	960644	0.15
113560	156740	0.016
1181358	58289	0.15
122109	44	0.023
54407	80481	0.0050
22676	4322	0.0040
60800	288039	0.0020
1263918	678795	0.208
16397	430017	0.0
16428	1537179	0.0
32823	69017	0.137
1414609	172954	0.208
56185	91078	0.0070
115625	76036	0.07
814660	213970	0.117
32465	301850	0.188
159013	861282	0.208
156490	1611506	0.208
132220	1479569	0.0080
130507	1213023	0.096
508314	384194	0.208
1620573	1508155	0.208
24442	1554888	0.0
1071726	95642	0.083
98194	770280	0.016
950560	14955	0.208
44460	225283	0.096
571138	281778	0.208
112381	267	0.083
1253063	1273402	0.117
16097	60736	0.0010
671982	789926	0.15
1611352	156453	0.15
1612361	156702	0.15
1169	4743	0.01
71548	25629	0.0040
1097235	1595626	0.15
789239	664481	0.15
4751	61962	0.0
707676	485585	0.208
55620	1472112	0.0020
459592	399419	0.15
1595828	573748	0.301
12997	11074	0.0010
24884	1199	0.0070
78977	21360	0.0050
920120	950108	0.208
126576	991201	0.067
64890	1620856	0.0020
1868	1249473	0.0060
865	1335845	0.0
262371	3928	0.438
895208	1480475	0.096
125529	55796	0.0020
25144	5233	0.0
1023704	240942	0.301
19497	527926	0.0
62861	71352	0.0070
415620	127635	0.15
94176	145416	0.011
1319700	1478821	0.083
186096	847594	0.208
680405	49584	0.0030
1561504	906731	0.096
640892	4169	0.15
402924	846881	0.208
1107901	6627	0.208
1197681	672009	0.208
26149	3092	0.0030
281589	6029	0.208
32516	123524	0.017
1471624	6264	0.208
4820	69886	0.0
90444	1252996	0.096
407160	1495922	0.15
89619	81514	0.096
19709	1444148	0.0010
797343	663039	0.208
71038	569109	0.0040
490227	1005527	0.208
12229	26717	0.0
459575	399230	0.15
40324	335	0.0040
997698	1340193	0.208
1108217	6776	0.208
1169	1252732	0.0020
1612481	148397	0.15
677499	58326	0.0090
3319	118528	0.047
306416	1543930	0.15
974003	537896	0.208
10987	99936	0.0090
1535873	1510390	0.208
1525290	798394	0.063
790023	422873	0.15
113930	1571204	0.0090
1126411	76965	0.117
118790	1304109	0.109
537842	974064	0.208
858656	400066	0.15
608300	778730	0.117
220773	428761	0.15
1166	791850	0.0090
1078517	315437	0.117
790065	918807	0.15
17862	14690	0.0020
24884	1182	0.022
1427798	44310	0.096
16428	50247	0.0
17605	19496	0.029
1399794	31840	0.019
163636	1209308	0.127
1666	783715	0.0
16920	16993	0.0040
1274938	1499244	0.15
263508	300926	0.096
983220	157283	0.208
1422456	608	0.51
69727	1624019	0.0
575928	1256030	0.208
970951	1024313	0.208
778924	608667	0.208
93888	56165	0.085
1138319	438998	0.15
1300	1558130	0.0090
32588	30296	0.012
1171526	803769	0.0090
35339	736171	0.0060
1402005	1525177	0.208
370664	399921	0.15
73497	98671	0.037
60736	59952	0.0040
409086	22517	0.096
864	85185	0.0
1607828	791683	0.15
59472	2310	0.07
665670	129530	0.208
1442686	1186554	0.208
540286	1211921	0.188
1391048	1468747	0.208
4265	1248104	0.071
57333	76643	0.0010
135515	1289649	0.016
1319371	1404835	0.15
744118	3534	0.208
156646	1513008	0.208
104239	5788	0.107
13470	64350	0.0
17619	21071	0.02
225343	17632	0.071
399204	859703	0.15
1395092	4253	0.15
666034	262669	0.301
1497	46815	0.0
1235783	299573	0.051
983410	5805	0.301
678764	1263659	0.15
110369	90489	0.102
27556	32700	0.0020
6618	1217044	0.056
17864	59608	0.0
204274	301835	0.487
277095	1078606	0.013
6488	1590	0.107
586892	400164	0.208
996440	102186	0.208
123493	1289647	0.0030
507053	285	0.208
582969	919670	0.208
71934	864	0.0020
56164	114280	0.0030
72491	16403	0.014
26996	19514	0.015
1499225	1274949	0.096
859724	407183	0.208
1319328	1212026	0.15
259484	509557	0.208
30664	12994	0.0020
1497	123029	0.0
27783	36576	0.0020
24960	1000311	0.01
409276	20143	0.047
281430	1490532	0.208
64392	24959	0.016
28521	696445	0.035
504676	1302542	0.208
665868	31799	0.301
407136	84392	0.117
335	9697	0.0010
790022	664405	0.15
400302	107703	0.15
59725	64832	0.01
1304103	48829	0.28
27	24322	0.0030
1327	842657	0.033
1005223	490225	0.208
435917	364256	0.208
189807	58765	0.096
234014	237910	0.231
500629	46190	0.208
672289	789211	0.15
240728	412642	0.208
601	1504663	0.015
1335503	1016652	0.208
1233687	349604	0.208
936138	5443	0.208
1354701	1395182	0.208
287942	1069012	0.117
983347	157191	0.15
496117	107757	0.208
1395150	84397	0.301
803768	1391160	0.108
4135	1533546	0.0010
608969	1186	0.117
663029	797291	0.15
183898	162297	0.188
1498857	118677	0.208
1213027	130468	0.117
319292	70679	0.231
862121	929427	0.047
792077	1083122	0.208
1661	213993	0.023
289880	4753	0.15
1078607	315589	0.117
240826	412530	0.208
137327	1504	0.0010
564452	997823	0.208
1319349	1212029	0.15
13124	65973	0.137
370252	250641	0.208
19513	1058313	0.0
929393	860156	0.208
17862	14714	0.0
30612	823684	0.096
982743	1083009	0.208
1082968	156746	0.208
44687	1447688	0.017
1384667	54058	0.208
288054	60800	0.301
1224307	1058305	0.15
11945	24979	0.0
1078807	315479	0.117
412386	1187	0.15
1504678	1422572	0.15
6637	399918	0.056
1197721	672001	0.208
68841	1497	0.096
312253	15175	0.158
656290	680402	0.15
209264	1304011	0.208
281636	16304	0.208
336	12705	0.0030
435888	364245	0.208
9315	121446	0.011
665885	262578	0.301
1371356	540261	0.208
262984	1809	0.15
1133637	1586750	0.208
1499206	1274861	0.096
28201	19632	0.0010
156777	1611423	0.15
83522	1132601	0.071
1256526	62190	0.15
797836	664871	0.208
20861	907468	0.022
865	39581	0.0
1234786	58086	0.208
77025	919651	0.0070
997710	1338788	0.208
174584	15177	0.117
640943	403885	0.117
240644	412440	0.208
259569	509812	0.208
1275491	401127	0.208
1081	17618	0.0020
1082918	982732	0.208
41817	852262	0.02
55747	569116	0.0030
1294381	665854	0.208
432580	5791	0.117
59607	56540	0.0050
1325	1094964	0.024
52392	28594	0.0060
365853	105596	0.089
1470061	1527892	0.208
1469726	803781	0.208
857074	120946	0.096
1182	1249274	0.0010
32427	69004	0.158
1835	255762	0.0060
1439964	460236	0.208
1260146	1181	0.208
403508	26035	0.15
1354740	459639	0.208
640935	1130344	0.15
207726	1623	0.117
1135191	1586901	0.208
370211	312353	0.208
97177	575895	0.096
1212475	1213051	0.301
1110552	10140	0.0010
262547	3735	0.188
869250	193596	0.15
1255004	5795	0.15
707590	406551	0.208
94859	3732	0.071
1395342	1197571	0.15
432580	148653	0.117
487501	6814	0.15
1319196	1211270	0.15
71374	181034	0.0
10182	417351	0.022
382165	724740	0.208
459740	1494823	0.15
1508	207855	0.083
110709	44	0.083
1082775	5789	0.208
335	78744	0.0010
1452336	72773	0.208
1548951	774382	0.117
489961	169832	0.208
54616	335	0.028
678770	1263942	0.15
1395198	789231	0.15
860138	928941	0.047
1212424	1371451	0.15
32411	66681	0.096
143718	587702	0.096
256405	1167429	0.023
410108	882849	0.117
42335	663696	0.015
1211272	1132642	0.15
1319501	1404779	0.15
1160274	95866	0.188
761991	21079	0.15
1249419	244347	0.208
1495922	407160	0.208
1026	4217	0.0030
34795	423271	0.158
10474	36847	0.022
1464298	59127	0.15
150447	63671	0.059
385307	274343	0.208
117375	1038289	0.061
997763	788	0.208
7843	48818	0.043
914259	395052	0.208
27905	57335	0.0020
1468932	1312651	0.208
416365	202507	0.117
1461619	1189045	0.189
1108638	1806	0.208
499683	1623031	0.208
6730	1395166	0.071
864	14550	0.0
1862	919342	0.0020
237910	423958	0.096
844279	1150678	0.208
859710	407106	0.208
1833	404074	0.04
844282	1150740	0.208
364234	435914	0.208
915146	3176	0.208
42316	991495	0.012
161241	19212	0.158
121942	920897	0.051
33242	14115	0.0020
749220	126993	0.0030
244458	1249314	0.208
1132624	1319168	0.208
95690	183564	0.0010
156702	59055	0.15
136185	66835	0.039
888	1498778	0.033
130091	102641	0.0010
160399	1091633	0.15
62629	776414	0.0080
107670	229303	0.035
3418	1061459	0.12
724385	381535	0.208
60391	161400	0.033
132093	915218	0.0080
1371353	1214544	0.208
1315400	95669	0.117
1399840	8184	0.096
110369	90491	0.078
1422477	1504826	0.15
1372	986731	0.063
12995	29373	0.0010
4221	1395152	0.083
587539	400318	0.208
1531694	542075	0.15
1623125	500314	0.208
2447	104124	0.0090
797892	1480475	0.071
16158	25609	0.0020
14796	73007	0.163
107698	229276	0.04
328671	1105224	0.208
915093	1422575	0.15
333694	153499	0.208
4501	26565	0.024
1249258	4022	0.208
9316	1505237	0.02
220770	84392	0.15
35562	1595708	0.022
1371344	1214863	0.208
37464	707752	0.0010
1186	170112	0.0020
24364	662696	0.0040
267	30269	0.0
17606	1224578	0.0
982711	156789	0.15
410163	882864	0.117
432466	246708	0.208
123513	3363	0.056
540250	1371348	0.117
496107	107711	0.208
1175120	183527	0.158
153007	3355	0.01
844290	1150795	0.208
1400994	759104	0.15
24635	774379	0.0060
754088	1122819	0.083
1318888	1562785	0.208
28749	334	0.0040
1004449	609742	0.208
914054	59746	0.208
1499642	1219254	0.096
1489402	48827	0.208
4181	1395106	0.071
60972	110418	0.0050
231861	1047	0.15
27795	152887	0.0
341069	7986	0.15
4004	156498	0.0090
127995	28594	0.016
847087	53170	0.013
72065	315511	0.051
1097197	1595662	0.231
301825	204272	0.409
650954	920568	0.208
175689	47466	0.208
80189	19514	0.354
45463	1071142	0.0
10410	2132	0.0060
34494	239818	0.083
26193	26777	0.0040
789911	920716	0.208
1391013	1468950	0.208
207763	1524	0.15
1410560	192403	0.208
26196	10759	0.011
62705	1399907	0.016
257972	982750	0.15
32073	1329662	0.0
128657	132080	0.095
110423	60806	0.089
